"Student 1",44.746101658272906,50.35651424012691,7.0616063302988685,71.44467567897208,67.6976297531943,23.560597082507154,45.50544078932052
"Student 2",69.66208003639697,96.32617039794864,87.25556586522575,18.144760057667902,58.876422485259816,18.397285370908246,4.508485139479176
"Student 3",6.232896855329463,72.42189934564864,16.999738764483695,19.731372268202847,6.329888438207214,76.41999134276037,21.533102008360515
"Student 4",6.074268665028707,71.81789623059103,52.33787575278962,83.25791203966335,30.004510776462613,23.698628564673232,66.37871726101426
"Student 5",95.14463064951482,20.031394486435676,24.401064601525025,30.031077542705102,26.573420335523483,80.77887029230938,18.8050295726218
"Student 6",90.87615183410539,99.34109034030419,23.749239998035655,33.438360908806075,56.609991819872974,32.10904705748076,23.135358402530493
"Student 7",27.826422988234274,25.317897836951186,95.44509009595575,23.706104759134856,81.98833740818829,93.50621187709991,86.90184656959913
"Student 8",65.77814725273703,35.16021834439458,12.572313703536908,44.63415831562174,29.134415577700494,28.69954491660393,82.04547490480735
"Student 9",40.79479854016843,47.69273467887822,2.2949526176721866,59.742933956306956,11.14584607902082,73.81409601601848,72.89903883121079
"Student 10",72.81332506757711,94.81412707261684,25.774147570013277,21.07779734367053,89.93304891939877,8.928379979529529,70.33177826610782
"Student 11",19.15782142616031,52.56176545178393,57.429868116974845,95.99089563000895,40.5540901233672,74.10609629531648,22.553477766073186
"Student 12",44.06917770060675,62.779594036777254,79.9432228100209,43.69395857258542,61.531262592898,21.076291818928198,97.13144252612696
"Student 13",23.734451198015076,72.2476804363254,25.582728288758606,60.09624187214643,89.06481135507013,41.1355342966862,76.4170634652388
"Student 14",59.88023749177604,8.672553253959805,62.70875004336305,93.10740281009053,4.57859980079141,5.152464233413453,24.991300110385954
"Student 15",86.08703636755084,0.5460753305648671,4.567393933850755,27.46332770027951,53.0520219723096,82.87207273308546,95.91417239383405
"Student 16",5.724473144216441,90.58189347607481,65.87197029810031,74.18720199971747,31.877291789647483,87.54547331389706,97.7245949914442
"Student 17",54.92223935032694,90.33492829342666,70.21415636575765,90.47899228754866,57.81728547672763,46.387515369754425,68.11586548574343
"Student 18",86.66041766939928,11.917672618022342,73.83892373892802,4.964480833265126,25.180780178333972,9.49353801874932,14.978876654301704
"Student 19",53.70660829629168,23.286862438942478,18.166184920307458,39.53399752624911,84.53860462961863,89.70738371599487,39.864437001070456
"Student 20",52.0777643038394,70.66339645543582,85.40039450184861,68.5701202235244,23.804753377138415,83.90291764523403,41.53107718393864
